ICAO,type,value
KMSP,ground,127.925
KMSP,ground,133.575
KMSP,unicom,122.950
KMSS,asos,128.075
KMSS,ctaf,123.000
KMSS,unicom,123.000
KMSV,approach,132.750
KMSV,awos,124.725
KMSV,clearance,121.600
KMSV,ctaf,122.800
KMSV,unicom,122.800
KMSY,approach,125.500
KMSY,approach,133.150
KMSY,atis,127.550
KMSY,clearance,120.925
KMSY,ground,121.900
KMSY,unicom,122.950
KMTC,approach,119.600
KMTC,approach,132.350
KMTC,atis,125.325
KMTC,clearance,128.300
KMTC,ground,128.300
KMTF,ctaf,118.300
KMTH,asos,135.525
KMTH,ctaf,122.975
KMTH,unicom,122.975
KMTJ,asos,135.225
KMTJ,ctaf,122.800
KMTJ,unicom,122.800
KMTK,awos,124.175
KMTM,awos,135.550
KMTM,ctaf,122.900
KMTN,approach,119.000
KMTN,approach,119.700
KMTN,atis,124.925
KMTN,ctaf,121.300
KMTN,ground,121.800
KMTN,unicom,122.950
KMTO,approach,132.850
KMTO,asos,118.475
KMTO,ctaf,122.700
KMTO,unicom,122.700
KMTP,approach,125.975
KMTP,ctaf,122.700
KMTP,departure,125.750
KMTP,unicom,122.700
KMTV,approach,124.350
KMTV,awos,118.450
KMTV,clearance,124.850
KMTV,ctaf,122.700
KMTV,unicom,122.700
KMTW,approach,120.200
KMTW,awos,123.775
KMTW,ctaf,122.800
KMTW,unicom,122.800
KMUE,awos,120.000
KMUE,ctaf,122.900
KMUI,approach,118.250
KMUI,asos,124.175
KMUI,ctaf,126.200
KMUI,ground,135.675
KMUL,ctaf,123.000
KMUL,unicom,123.000
KMUO,approach,124.800
KMUO,approach,134.100
KMUO,clearance,127.100
KMUO,ground,120.500
KMUT,approach,133.275
KMUT,awos,120.625
KMUT,clearance,119.125
KMUT,ctaf,122.700
KMUT,unicom,122.700
KMVC,ctaf,123.000
KMVC,unicom,123.000
KMVE,awos,119.675
KMVE,ctaf,122.800
KMVE,unicom,122.800
KMVH,awos,120.000
KMVI,ctaf,122.800
KMVI,unicom,122.800
KMVL,asos,135.625
KMVL,ctaf,122.800
KMVL,unicom,122.800
KMVM,awos,122.800
KMVM,ctaf,122.800
KMVM,unicom,122.800
KMVN,awos,118.200
KMVN,ctaf,123.000
KMVN,unicom,123.000
KMVY,approach,133.750
KMVY,asos,126.250
KMVY,atis,126.250
KMVY,clearance,119.700
KMVY,clearance,124.350
KMVY,ctaf,121.400
KMVY,ground,124.350
KMVY,unicom,122.950
KMWA,awos,119.675
KMWA,ctaf,128.400
KMWA,ground,121.700
KMWA,unicom,122.950
KMWC,approach,125.350
KMWC,atis,128.300
KMWC,clearance,121.700
KMWC,ctaf,120.500
KMWC,ground,121.700
KMWC,unicom,122.950
KMWH,approach,126.400
KMWH,approach,134.350
KMWH,asos,119.050
KMWH,atis,119.050
KMWH,ctaf,118.250
KMWH,ground,121.900
KMWH,unicom,122.950
KMWK,approach,124.350
KMWK,awos,121.125
KMWK,ctaf,123.000
KMWK,unicom,123.000
KMWL,asos,135.075
KMWL,ctaf,122.725
KMWL,unicom,122.725
KMWM,awos,119.325
KMWM,ctaf,122.900
KMWO,approach,118.850
KMWO,awos,120.025
KMWO,ctaf,123.000
KMWO,unicom,123.000
KMXA,ctaf,122.800
KMXA,unicom,122.800
KMXF,approach,121.200
KMXF,approach,124.000
KMXF,atis,134.700
KMXF,ground,127.150
KMXO,approach,134.050
KMXO,awos,119.275
KMXO,ctaf,122.800
KMXO,unicom,122.800
KMYF,approach,124.350
KMYF,asos,126.900
KMYF,atis,126.900
KMYF,clearance,123.725
KMYF,ctaf,119.200
KMYF,departure,119.600
KMYF,ground,118.225
KMYF,unicom,123.075
KMYJ,approach,124.375
KMYJ,awos,120.575
KMYJ,ctaf,122.900
KMYK,ctaf,122.900
KMYL,asos,119.925
KMYL,ctaf,122.800
KMYL,unicom,122.800
KMYP,awos,124.175
KMYR,approach,119.200
KMYR,approach,127.400
KMYR,atis,123.925
KMYR,awos,123.925
KMYR,clearance,120.300
KMYR,ctaf,128.450
KMYR,ground,120.300
KMYR,unicom,122.950
KMYU,awos,123.900
KMYU,ctaf,122.900
KMYV,approach,125.400
KMYV,asos,118.475
KMYV,ctaf,123.050
KMYV,unicom,123.050
KMYZ,awos,118.675
KMYZ,ctaf,122.800
KMYZ,unicom,122.800
KMZH,approach,125.450
KMZH,awos,119.125
KMZH,ctaf,122.900
KMZJ,awos,130.375
KMZJ,ctaf,123.050
KMZJ,unicom,123.050
KMZM,awos,118.825
KMZZ,approach,121.050
KMZZ,clearance,120.000
KMZZ,ctaf,122.700
KMZZ,unicom,122.700
KNBC,approach,123.700
KNBC,approach,125.125
KNBC,clearance,128.150
KNBC,ground,128.150
KNBG,approach,123.850
KNBG,clearance,128.350
KNBG,ground,121.600
KNBJ,ctaf,126.200
KNCA,approach,119.350
KNCA,ctaf,134.950
KNCA,ground,121.800
KNDY,ctaf,126.200
KNDZ,approach,124.850
KNEL,approach,126.475
KNEL,ground,118.375
KNEN,approach,127.775
KNEW,approach,123.850
KNEW,approach,133.150
KNEW,atis,124.900
KNEW,clearance,127.400
KNEW,ctaf,118.950
KNEW,ground,121.700
KNFD,ctaf,126.200
KNFE,approach,123.900
KNFG,approach,127.300
KNFG,clearance,134.675
KNFG,ground,134.675
KNFJ,approach,119.000
KNFJ,ctaf,122.900
KNFL,approach,120.850
KNFW,approach,125.800
KNFW,clearance,126.400
KNFW,ground,121.675
KNGF,approach,125.000
KNGF,ctaf,120.700
KNGP,approach,120.900
KNGP,approach,127.500
KNGP,approach,128.675
KNGP,atis,127.900
KNGP,ctaf,134.850
KNGP,departure,128.675
KNGP,ground,118.700
KNGT,ctaf,132.875
KNGU,approach,118.900
KNGU,approach,125.700
KNGU,atis,118.425
KNGU,clearance,120.700
KNGU,ground,121.800
KNGW,approach,125.400
KNHK,approach,120.050
KNHK,approach,121.000
KNHK,approach,127.950
KNHK,approach,135.625
KNHK,clearance,135.200
KNHK,ground,120.600
KNID,approach,133.650
KNIN,ctaf,122.900
KNIP,approach,127.775
KNIP,atis,124.350
KNIP,awos,119.275
KNIP,ctaf,125.150
KNIP,ground,128.600
KNJK,ground,121.900
KNJM,approach,132.575
KNJM,ctaf,126.450
KNKT,approach,119.350
KNKT,approach,119.750
KNKT,approach,124.100
KNKT,approach,132.575
KNKT,atis,127.475
KNKT,clearance,125.950
KNKT,departure,124.100
KNKT,ground,128.625
KNKX,approach,132.200
KNKX,atis,133.475
KNKX,clearance,125.975
KNKX,departure,119.600
KNKX,departure,132.200
KNKX,ground,128.625
KNLC,approach,118.150
KNLC,approach,124.100
KNLC,atis,121.575
KNLC,awos,121.575
KNLC,clearance,124.100
KNLC,departure,118.150
KNLC,departure,124.100
KNLC,ground,121.650
KNMM,approach,120.500
KNMM,approach,120.950
KNMM,approach,121.275
KNMM,departure,124.800
KNOG,approach,119.900
KNOW,approach,118.200
KNOW,awos,118.325
KNOW,clearance,124.150
KNOW,ctaf,122.975
KNOW,unicom,122.975
KNPA,approach,120.650
KNPA,atis,124.350
KNPA,clearance,134.100
KNPA,ground,121.700
KNQA,approach,119.100
KNQA,approach,120.075
KNQA,approach,120.925
KNQA,approach,125.800
KNQA,approach,126.700
KNQA,awos,118.925
KNQA,ctaf,120.250
KNQA,departure,124.150
KNQA,departure,124.650
KNQA,ground,121.375
KNQA,unicom,122.950
KNQI,approach,119.900
KNQI,departure,121.050
KNQX,approach,124.025
KNQX,approach,126.575
KNQX,clearance,121.200
KNQX,ground,121.700
KNRB,approach,124.900
KNRB,departure,124.900
KNRB,ground,126.500
KNRN,awos,118.275
KNRN,ctaf,122.900
KNRS,approach,125.150
KNSE,approach,127.350
KNSE,ctaf,121.400
KNTD,approach,128.650
KNTD,atis,125.550
KNTD,clearance,120.750
KNTD,ground,121.600
KNTU,approach,123.900
KNTU,ground,119.600
KNUC,approach,127.050
KNUC,ground,119.550
KNUI,approach,121.000
KNUL,awos,118.000
KNUL,ctaf,122.900
KNUQ,approach,120.100
KNUQ,approach,133.950
KNUQ,approach,134.500
KNUQ,approach,135.200
KNUQ,atis,124.175
KNUQ,awos,124.175
KNUQ,ctaf,119.550
KNUQ,departure,120.100
KNUQ,ground,121.850
KNUW,approach,118.200
KNUW,approach,120.700
KNUW,atis,134.150
KNUW,clearance,135.100
KNUW,ground,121.750
KNVD,awos,119.175
KNVD,ctaf,122.800
KNVD,unicom,122.800
KNYG,approach,127.050
KNYG,approach,128.525
KNYG,ctaf,118.600
KNYG,ground,121.750
KNYL,atis,118.800
KNYL,ctaf,119.300
KNYL,ground,121.900
KNYL,unicom,122.950
KNZY,approach,125.150
KNZY,clearance,128.400
KNZY,ground,118.000
KOAJ,approach,135.750
KOAJ,atis,124.475
KOAJ,clearance,121.400
KOAJ,clearance,125.400
KOAJ,ctaf,132.650
KOAJ,ground,125.400
KOAJ,unicom,122.950
KOAK,approach,125.350
KOAK,approach,128.325
KOAK,approach,133.950
KOAK,approach,134.500
KOAK,approach,135.100
KOAK,atis,133.775
KOAK,clearance,121.100
KOAK,clearance,135.100
KOAK,departure,120.900
KOAK,ground,121.750
KOAK,ground,121.900
KOAK,unicom,122.950
KOAR,approach,133.000
KOAR,awos,134.025
KOAR,ctaf,122.700
KOAR,unicom,122.700
KOBE,awos,118.675
KOBE,ctaf,123.000
KOBE,unicom,123.000
KOBI,approach,124.600
KOBI,awos,120.475
KOBI,ctaf,123.050
KOBI,unicom,123.050
KOBU,ctaf,122.700
KOCF,approach,118.600
KOCF,atis,128.125
KOCF,awos,128.125
KOCF,ctaf,119.250
KOCF,ground,121.400
KOCH,awos,135.625
KOCH,ctaf,123.000
KOCH,unicom,123.000
KOCQ,approach,120.300
KOCQ,awos,120.925
KOCQ,ctaf,122.800
KOCQ,unicom,122.800
KOCW,approach,119.350
KOCW,awos,120.175
KOCW,ctaf,122.700
KOCW,unicom,122.700
KODO,approach,124.600
KODO,asos,119.275
KODO,clearance,121.700
KODO,ctaf,123.000
KODO,unicom,123.000
KODX,asos,119.925
KODX,ctaf,122.800
KODX,unicom,122.800
KOEB,approach,121.200
KOEB,awos,118.125
KOEB,ctaf,122.700
KOEB,unicom,122.700
KOEL,awos,118.325
KOEL,ctaf,122.800
KOEL,unicom,122.800
KOEO,approach,121.200
KOEO,awos,119.925
KOEO,ctaf,122.900
KOFF,approach,124.500
KOFF,approach,135.875
KOFF,atis,126.025
KOFF,ground,121.700
KOFK,asos,119.025
KOFK,ctaf,122.700
KOFK,unicom,122.700
KOFP,approach,118.200
KOFP,approach,126.400
KOFP,approach,126.750
KOFP,asos,119.025
KOFP,clearance,125.400
KOFP,ctaf,122.700
KOFP,unicom,122.700
KOGA,awos,121.275
KOGA,ctaf,122.800
KOGA,unicom,122.800
KOGB,approach,124.150
KOGB,asos,118.525
KOGB,ctaf,122.700
KOGB,unicom,122.700
KOGD,approach,121.100
KOGD,atis,125.550
KOGD,ctaf,118.700
KOGD,ground,121.700
KOGD,unicom,122.950
KOGG,approach,119.500
KOGG,approach,120.200
KOGG,atis,128.600
KOGG,clearance,120.600
KOGG,ctaf,118.700
KOGG,ground,121.900
KOGG,unicom,122.950
KOGM,ctaf,122.900
KOGS,awos,118.525
KOGS,ctaf,122.800
KOGS,unicom,122.800
KOIC,awos,119.025
KOIC,ctaf,122.800
KOIC,unicom,122.800
KOIN,awos,119.225
KOIN,ctaf,122.800
KOIN,unicom,122.800
KOJA,awos,118.575
KOJA,ctaf,122.800
KOJA,unicom,122.800
KOJC,approach,118.900
KOJC,atis,119.350
KOJC,ctaf,126.000
KOJC,ground,121.600
KOJC,unicom,122.950
KOKB,approach,127.300
KOKB,asos,127.800
KOKB,ctaf,122.725
KOKB,unicom,122.725
KOKC,approach,118.950
KOKC,approach,119.300
KOKC,approach,120.450
KOKC,approach,124.200
KOKC,approach,124.600
KOKC,atis,125.850
KOKC,clearance,124.200
KOKC,clearance,124.350
KOKC,ground,121.900
KOKH,approach,118.200
KOKH,awos,132.775
KOKH,ctaf,122.800
KOKH,unicom,122.800
KOKK,approach,121.050
KOKK,awos,128.675
KOKK,clearance,120.000
KOKK,ctaf,123.000
KOKK,unicom,123.000
KOKM,approach,119.850
KOKM,awos,118.225
KOKM,ctaf,123.000
KOKM,unicom,123.000
KOKS,ctaf,122.800
KOKS,unicom,122.800
KOKV,approach,120.450
KOKV,awos,124.850
KOKV,clearance,126.150
KOKV,ctaf,122.975
KOKV,unicom,122.975
KOKZ,approach,124.200
KOKZ,awos,120.575
KOKZ,ctaf,123.000
KOKZ,unicom,123.000
KOLD,approach,118.925
KOLD,ctaf,122.800
KOLD,unicom,122.800
KOLE,awos,118.375
KOLE,ctaf,122.800
KOLE,unicom,122.800
KOLF,asos,118.325
KOLF,ctaf,122.800
KOLF,unicom,122.800
KOLG,approach,125.450
KOLG,awos,119.600
KOLG,ctaf,122.900
KOLM,approach,121.100
KOLM,atis,135.725
KOLM,ctaf,124.400
KOLM,ground,121.600
KOLM,unicom,122.950
KOLS,approach,118.750
KOLS,asos,121.125
KOLS,ctaf,122.800
KOLS,unicom,122.800
KOLU,awos,125.525
KOLU,ctaf,123.050
KOLU,unicom,123.050
KOLV,approach,120.075
KOLV,approach,125.800
KOLV,atis,119.925
KOLV,awos,119.925
KOLV,clearance,121.200
KOLV,clearance,121.300
KOLV,ctaf,125.275
KOLV,departure,124.150
KOLV,ground,121.200
KOLV,unicom,122.950
KOLY,awos,119.275
KOLY,ctaf,123.000
KOLY,unicom,123.000
KOLZ,approach,118.900
KOLZ,awos,119.675
KOLZ,ctaf,122.800
KOLZ,unicom,122.800
KOMA,approach,124.500
KOMA,approach,135.875
KOMA,atis,120.400
KOMA,clearance,119.900
KOMA,ground,121.900
KOMA,unicom,122.950
KOME,asos,119.925
KOME,ctaf,123.600
KOMH,approach,120.525
KOMH,approach,132.850
KOMH,awos,118.075
KOMH,ctaf,122.800
KOMH,unicom,122.800
KOMK,asos,118.325
KOMK,ctaf,122.800
KOMK,unicom,122.800
KOMN,approach,125.800
KOMN,atis,118.475
KOMN,awos,118.475
KOMN,clearance,121.625
KOMN,ctaf,119.075
KOMN,ground,121.625
KOMN,unicom,123.050
KONA,awos,118.075
KONA,ctaf,122.800
KONA,unicom,122.800
KONL,awos,121.125
KONL,ctaf,122.800
KONL,unicom,122.800
KONM,awos,118.325
KONM,ctaf,122.800
KONM,unicom,122.800
KONO,asos,135.275
KONO,ctaf,122.800
KONO,unicom,122.800
KONP,awos,133.900
KONP,ctaf,122.800
KONP,unicom,122.800
KONT,approach,127.000
KONT,approach,134.000
KONT,approach,135.400
KONT,atis,124.250
KONT,clearance,132.900
KONT,ground,121.900
KONX,approach,123.900
KONX,awos,119.775
KONX,ctaf,122.900
KONY,ctaf,122.800
KONY,unicom,122.800
KONZ,approach,134.300
KONZ,awos,119.675
KONZ,ctaf,123.000
KONZ,unicom,123.000
KOOA,awos,118.625
KOOA,ctaf,122.800
KOOA,unicom,122.800
KOOH,awos,132.050
KOOH,ctaf,122.700
KOOK,awos,119.275
KOOK,ctaf,122.900
KOPF,approach,128.600
KOPF,asos,125.900
KOPF,atis,125.900
KOPF,clearance,119.200
KOPF,ctaf,134.675
KOPF,ground,120.025
KOPL,approach,128.700
KOPL,awos,118.775
KOPL,ctaf,123.000
KOPL,unicom,123.000
KOPN,approach,124.200
KOPN,awos,133.975
KOPN,ctaf,122.800
KOPN,unicom,122.800
KOQN,approach,124.350
KOQN,awos,121.400
KOQN,clearance,125.600
KOQN,ctaf,123.075
KOQN,unicom,123.075
KOQU,approach,123.675
KOQU,atis,118.600
KOQU,clearance,134.500
KOQU,ctaf,126.350
KOQU,ground,134.500
KOQU,unicom,122.950
KOQW,ctaf,122.725
KOQW,unicom,122.725
KORB,awos,128.325
KORB,ctaf,122.800
KORB,unicom,122.800
KORD,approach,119.000
KORD,approach,124.350
KORD,approach,125.700
KORD,approach,133.625
KORD,atis,135.400
KORD,clearance,119.250
KORD,clearance,121.600
KORD,departure,126.625
KORD,departure,128.575
KORD,ground,118.050
KORD,ground,121.675
KORD,ground,121.750
KORD,ground,121.900
KORD,ground,124.125
KORD,ground,134.150
KORD,unicom,122.950
KORE,asos,135.675
KORE,ctaf,122.800
KORE,unicom,122.800
KORF,approach,118.900
KORF,atis,127.150
KORF,clearance,118.500
KORF,departure,125.200
KORF,ground,121.900
KORG,approach,121.300
KORG,awos,118.975
KORG,ctaf,122.800
KORG,unicom,122.800
KORH,approach,119.000
KORH,atis,126.550
KORH,clearance,119.000
KORH,clearance,128.650
KORH,ctaf,120.500
KORH,ground,123.850
KORH,unicom,122.950
KORI,ctaf,122.800
KORI,unicom,122.800
KORK,approach,119.500
KORK,awos,123.775
KORK,clearance,121.600
KORK,ctaf,123.075
KORK,unicom,123.075
KORL,approach,119.400
KORL,approach,120.150
KORL,approach,124.800
KORL,approach,125.225
KORL,approach,135.300
KORL,asos,127.250
KORL,atis,127.250
KORL,clearance,119.775
KORL,clearance,128.450
KORL,ctaf,118.700
KORL,ground,121.400
KORL,unicom,122.950
KORS,approach,118.200
KORS,approach,132.700
KORS,awos,135.425
KORS,ctaf,128.250
KORT,asos,135.400
KORT,ctaf,123.600
KOSA,awos,119.775
KOSA,ctaf,122.700
KOSA,unicom,122.700
KOSC,awos,118.700
KOSC,ctaf,123.000
KOSC,unicom,123.000
KOSH,approach,127.000
KOSH,atis,125.900
KOSH,ctaf,118.500
KOSH,ground,132.300
KOSH,unicom,122.950
KOSU,approach,125.950
KOSU,asos,121.350
KOSU,atis,121.350
KOSU,clearance,121.700
KOSU,ctaf,118.800
KOSU,ground,121.700
KOSU,unicom,122.950
KOSX,ctaf,122.900
KOTG,awos,121.075
KOTG,ctaf,122.800
KOTG,unicom,122.800
KOTH,awos,135.075
KOTH,ctaf,118.450
KOTH,ground,127.100
KOTM,asos,124.175
KOTM,ctaf,123.000
KOTM,unicom,123.000
KOTZ,asos,135.450
KOTZ,ctaf,123.600
KOTZ,unicom,122.800
KOUL,awos,119.025
KOUL,ctaf,122.900
KOUN,approach,120.450
KOUN,awos,119.550
KOUN,ctaf,118.000
KOUN,ground,121.600
KOUN,unicom,122.950
KOVE,approach,125.400
KOVE,asos,121.425
KOVE,ctaf,122.800
KOVE,unicom,122.800
KOVL,awos,119.275
KOVL,ctaf,122.800
KOVL,unicom,122.800
KOVO,approach,134.850
KOVO,awos,120.625
KOVO,ctaf,122.700
KOVO,unicom,122.700
KOVS,asos,126.775
KOVS,ctaf,122.800
KOVS,unicom,122.800
KOWA,approach,119.800
KOWA,awos,128.325
KOWA,ctaf,122.700
KOWA,unicom,122.700
KOWB,approach,124.025
KOWB,awos,119.025
KOWB,ctaf,120.700
KOWB,ground,121.700
KOWB,unicom,122.950
KOWD,approach,124.100
KOWD,asos,119.950
KOWD,atis,119.950
KOWD,clearance,121.800
KOWD,ctaf,126.000
KOWD,ground,121.800
KOWI,awos,118.250
KOWI,ctaf,122.800
KOWI,unicom,122.800
KOWK,approach,128.350
KOWK,awos,123.075
KOWK,ctaf,122.800
KOWK,unicom,122.800
KOWP,approach,124.000
KOWP,awos,118.325
KOWP,ctaf,122.700
KOWP,unicom,122.700
KOWX,approach,120.800
KOWX,awos,120.525
KOWX,ctaf,122.700
KOWX,unicom,122.700
KOXB,approach,127.200
KOXB,approach,127.950
KOXB,asos,119.025
KOXB,clearance,121.750
KOXB,clearance,127.250
KOXB,ctaf,123.050
KOXB,unicom,123.050
KOXC,approach,124.075
KOXC,approach,135.100
KOXC,atis,132.975
KOXC,awos,132.975
KOXC,clearance,121.650
KOXC,clearance,135.100
KOXC,ctaf,118.475
KOXC,ground,121.650
KOXC,unicom,122.950
KOXD,approach,121.000
KOXD,awos,118.625
KOXD,ctaf,122.800
KOXD,unicom,122.800
KOXI,approach,132.050
KOXI,awos,135.775
KOXI,ctaf,122.800
KOXI,unicom,122.800
KOXR,approach,124.700
KOXR,atis,118.050
KOXR,ctaf,134.950
KOXR,ground,121.900
KOXV,approach,123.900
KOXV,awos,119.775
KOXV,ctaf,122.800
KOXV,unicom,122.800
KOYE,awos,118.350
KOYM,awos,118.050
KOYM,ctaf,122.700
KOYM,unicom,122.700
KOZA,awos,118.425
KOZA,ctaf,122.800
KOZA,unicom,122.800
KOZR,approach,122.500
KOZR,approach,125.400
KOZR,approach,128.550
KOZR,approach,133.450
KOZR,approach,133.750
KOZR,clearance,118.075
KOZR,ctaf,135.200
KOZR,ground,121.900
KOZS,approach,124.100
KOZS,awos,120.225
KOZS,ctaf,122.800
KOZS,unicom,122.800
KOZW,approach,132.350
KOZW,awos,118.875
KOZW,clearance,121.725
KOZW,ctaf,123.000
KOZW,unicom,123.000
KPAE,approach,128.500
KPAE,atis,128.650
KPAE,clearance,127.175
KPAE,ctaf,132.950
KPAE,ground,121.800
KPAE,unicom,122.950
KPAH,asos,118.375
KPAH,ctaf,119.600
KPAH,ground,121.700
KPAH,unicom,122.950
KPAK,ctaf,122.900
KPAM,approach,119.775
KPAM,approach,120.825
KPAM,approach,124.150
KPAM,approach,125.200
KPAM,clearance,118.050
KPAM,ground,121.900
KPAN,awos,119.325
KPAN,ctaf,122.800
KPAN,unicom,122.800
KPAO,approach,121.300
KPAO,approach,133.950
KPAO,approach,134.500
KPAO,atis,135.275
KPAO,ctaf,118.600
KPAO,departure,121.300
KPAO,ground,125.000
KPAO,unicom,122.950
KPAQ,approach,118.600
KPAQ,asos,134.750
KPAQ,ctaf,123.600
KPBF,approach,119.850
KPBF,asos,120.775
KPBF,clearance,119.850
KPBF,ctaf,123.000
KPBF,unicom,123.000
KPBG,approach,121.100
KPBG,asos,132.225
KPBG,clearance,121.850
KPBG,ctaf,122.700
